customer_id,location,spending_frequency,spending_amount
C00163,Asia,5,14.408883701504598
C00164,Asia,4,26.26706358680806
C00165,Asia,1,45.59879284751494
C00166,EU,8,13.321193472502655
C00167,US,1,18.320024866247504
C00168,EU,2,47.82303599067216
C00169,EU,2,16.53932963788758
C00170,EU,2,22.98149775619913
C00171,Asia,6,20.330908637220624
C00172,EU,7,14.352005085020124
C00173,EU,6,19.897381974122474
C00174,EU,6,17.000146381923862
C00175,Asia,5,17.644937444666162
C00176,Asia,7,17.616032956654717
C00177,Asia,4,8.35531843874417
C00178,EU,3,13.009442744769581
C00179,Asia,4,32.53005809634057
C00180,EU,1,19.213004190304122
C00181,Asia,8,15.073612983323091
C00182,Asia,13,15.383959494145495
C00183,Asia,6,30.73922073479625
C00184,EU,3,14.016157275557623
C00185,US,8,23.250315047176173
C00186,Asia,6,10.677798294836926
C00187,EU,6,30.583123148263578
C00188,EU,7,22.89321936247528
C00189,EU,4,9.217175370702785
C00190,Asia,6,17.41535336601893
C00191,Asia,7,54.38041937369365
C00192,US,5,22.357916663820383
C00193,EU,2,17.749826638748505
C00194,US,3,9.889020151008323
C00195,Asia,5,16.152238941122828
C00196,EU,5,27.401501252317402
C00197,Asia,5,39.112144779823325
C00198,Asia,5,17.20032793290949
C00199,US,3,19.21336032308926
C00200,Asia,3,18.55561883463427
C00201,Asia,5,33.063876666562756
C00202,US,12,23.775432178809005
C00203,EU,6,22.376608183776025
C00204,US,4,28.27946998910266
C00205,Asia,1,23.623449990345136
C00206,EU,8,6.506732485201149
C00207,EU,1,23.73070295977468
C00208,Asia,8,8.331255572606008
C00209,US,5,12.804823077561595
C00210,US,6,14.175612847410312
C00211,Asia,5,45.04628634991548
C00212,EU,6,9.45022398538835
C00213,EU,2,21.08842563710679
C00214,US,7,18.5279189976849
C00215,US,8,20.23259588436651
C00216,US,3,28.18866994837622
C00217,EU,3,17.471260214731878
C00218,Asia,3,11.795090607585509
C00219,EU,5,11.404985171256678
C00220,US,5,16.444894780562652
C00221,US,6,11.288459071895256
C00222,Asia,5,16.144215785094847
C00223,EU,7,26.200099058041275
C00224,EU,5,15.845711501724246
C00225,US,6,16.66504206858699
C00226,US,11,15.954410720408456
C00227,US,4,12.55721348779871
C00228,US,5,16.35391435753134
C00229,EU,4,13.95188024890411
C00230,EU,4,16.82865495806034
C00231,Asia,3,45.182004037709525
C00232,EU,1,28.13531112237614
C00233,EU,6,26.238148503392082
C00234,US,7,24.36405132707888
C00235,Asia,3,13.05729056373475
C00236,EU,3,22.616667482910277
C00237,EU,5,13.943484559027633
C00238,Asia,5,11.824960914291816
C00239,EU,3,28.684884413729296
C00240,EU,4,21.330820220639346
C00241,EU,6,27.85097940795565
C00242,US,4,26.11358379605834
C00243,Asia,7,15.75187040378696
C00244,US,8,38.63475903865255
C00245,US,3,5.996431168908819
C00246,Asia,6,16.27487481873939
C00247,EU,6,65.00567189934286
C00248,Asia,5,26.746248833626947
C00249,US,3,28.376847776417986
C00250,Asia,5,32.3608196635501
C00251,EU,5,24.245824974392637
C00252,EU,6,13.338295774080807
C00253,US,2,18.95859564427379
C00254,US,6,35.87690388812276
C00255,US,5,29.037133234350243
C00256,EU,8,29.62064417657534
C00257,US,4,35.79905850927531
C00258,EU,11,21.197345687816263
C00259,US,2,38.48284272528399
C00260,US,4,12.223597852007298
C00261,US,7,26.544763896400227
C00262,EU,5,14.000077533337612
C00263,US,6,12.038273557016847
C00264,US,4,28.771765552062995
C00265,Asia,7,15.096666120462382
C00266,US,3,21.70814974181475
C00267,US,7,38.39851546219753
C00268,EU,5,25.315546261654433
C00269,Asia,4,10.34171273101736
C00270,US,3,14.984192522586898
C00271,Asia,3,42.014487524516355
C00272,US,6,17.33480609586181
C00273,Asia,6,21.915176238601877
C00274,EU,7,7.088158820720471
C00275,EU,4,10.818566871270445
C00276,EU,6,19.924095363833423
C00277,EU,6,10.741231665633915
C00278,EU,7,26.220789986234163
C00279,EU,3,10.957798709032616
C00280,US,5,18.403090291541403
C00281,US,8,8.450198362946505
C00282,US,5,56.8399650235082
C00283,US,3,42.29067426465544
C00284,US,6,13.247134664778502
C00285,EU,1,21.969054064673006
C00286,US,3,51.56053071821
C00287,US,4,36.29648696090217
C00288,Asia,6,16.317462320755517
C00289,US,0,24.72030741414949
C00290,US,5,19.651318399375572
C00291,EU,5,28.04069365215451
C00292,Asia,3,6.0984391568211676
C00293,Asia,3,21.010976240372482
C00294,Asia,3,20.99209934041896
C00295,US,6,14.973402929236938
C00296,EU,5,16.277926823329814
C00297,Asia,5,17.415306247503437
C00298,EU,7,18.672892249523134
C00299,US,4,21.71227332496329
C00300,EU,2,6.85539072305425
C00301,US,4,15.205323635092919
C00302,Asia,5,26.33332400056598
C00303,Asia,5,74.55257118575942
C00304,EU,4,26.85319321181988
C00305,US,5,14.168037130935891
C00306,US,5,16.60526122005324
C00307,US,8,33.15057569522983
C00308,EU,5,13.827989326895157
C00309,EU,6,15.039859758389165
C00310,Asia,4,12.913808816654564
C00311,US,2,19.269994300951588
C00312,US,5,7.668455972662981
C00313,EU,1,11.529619675079152
C00314,EU,5,11.527945098625175
C00315,EU,5,22.594646051217396
C00316,EU,3,18.2087350455163
C00317,EU,6,21.544572997409695
C00318,EU,1,44.656001508513775
C00319,Asia,7,9.629864050135387
C00320,US,4,41.98985678443139
C00321,US,6,13.420378691702368
C00322,US,1,22.75306039815903
C00323,Asia,8,19.387053089140636
C00324,Asia,2,49.53979516973335
C00325,EU,9,23.89266203744094
C00326,Asia,8,15.116864503975155
C00327,EU,4,14.007709125408766
C00328,EU,1,66.97303503379764
C00329,Asia,4,9.621403721554756
C00330,US,4,6.267634849738939
C00331,US,1,15.688339074928852
C00332,Asia,6,18.01027662006081
C00333,EU,4,17.41870745306527
C00334,Asia,5,10.825029487629667
C00335,Asia,7,22.430204107615584
C00336,EU,6,36.617070413861576
C00337,Asia,6,13.45846741657844
C00338,Asia,2,16.794173605147567
C00339,Asia,3,22.609025563509814
C00340,EU,6,72.48677695147103
C00341,EU,2,21.284844655687518
C00342,Asia,9,12.572460711536886
C00343,EU,5,28.444616864626653
C00344,EU,2,26.527272369988864
C00345,Asia,5,25.956043463259846
C00346,EU,2,20.3883708010146
C00347,US,7,5.945300853452286
C00348,Asia,4,16.211103804834814
C00349,US,8,22.399701188122613
C00350,Asia,8,17.21064361331775
C00351,Asia,7,18.52847963635731
C00352,US,8,12.930436754249701
C00353,US,4,27.537609088540727
C00354,US,6,9.748235254044348
C00355,Asia,4,38.3275018434366
C00356,EU,9,19.511656858880208
C00357,EU,4,5.877529657408186
C00358,US,4,10.829949887558653
C00359,Asia,6,12.693324943796519
C00360,EU,7,14.400776480108584
C00361,Asia,9,46.78502780084232
C00362,EU,7,27.484246156784412
C00363,US,3,13.43456160781577
C00364,EU,8,13.101815604320926
C00365,US,5,14.337113678761082
C00366,Asia,6,45.499363921611994
C00367,US,10,28.650905533315207
C00368,Asia,2,21.78457971799867
C00369,US,2,14.63122620947913
C00370,US,6,18.40122015839061
C00371,US,4,18.453058494254325
C00372,EU,5,46.83383297932639
C00373,EU,4,45.93710489093054
C00374,US,1,48.916580937875814
C00375,US,7,14.266895814456273
C00376,EU,6,12.603726560294414
C00377,US,4,20.516571718917593
C00378,Asia,3,16.876862391536182
C00379,EU,0,17.135865075865762
C00380,US,5,18.081335561871054
C00381,EU,7,9.334022393027652
C00382,US,8,20.197982232712217
C00383,Asia,3,13.718030719176637
C00384,EU,8,11.131280164712916
C00385,US,4,22.932646089412685
C00386,Asia,5,14.53251596704066
C00387,US,4,16.2067993826624
C00388,US,6,39.96713560710161
C00389,EU,4,28.026734532183237
C00390,US,5,16.984471881058678
C00391,EU,5,29.146876477329414
C00392,Asia,4,13.853980170916214
C00393,Asia,9,34.12799564145289
C00394,Asia,6,12.785165354032545
C00395,US,6,17.946107421646612
C00396,US,7,12.41084458011994
C00397,Asia,2,28.529583400564185
C00398,Asia,6,14.125491861878713
C00399,US,6,11.054496491808802
C00400,Asia,6,32.63314632263923
C00401,EU,3,21.083444724222478
C00402,EU,8,11.658214843328516
C00403,US,2,13.785326342626808
C00404,Asia,7,32.51768114876221
C00405,Asia,8,29.410146937687237
C00406,Asia,6,22.54855082163473
C00407,US,3,72.77672334069769
C00408,EU,4,27.463339006146168
C00409,Asia,4,16.418278530889417
C00410,EU,4,13.961386154031612
C00411,Asia,1,6.98157493761678
C00412,US,6,36.63535511822024
C00413,Asia,4,18.43873231202698
C00414,US,6,24.748512495965002
C00415,Asia,6,31.25453952230155
C00416,EU,4,15.862498806537799
C00417,EU,4,24.441437113349604
C00418,EU,6,16.50660677889202
C00419,US,5,16.41771791017384
C00420,Asia,3,11.756339228249457
C00421,US,3,27.37469645363377
C00422,US,7,22.92784685587314
C00423,Asia,2,25.07515453961377
C00424,EU,5,38.09075924595792
C00425,US,7,12.972502655560689
C00426,US,7,22.7119746627215
C00427,EU,2,22.630135284999177
C00428,Asia,6,36.13230972937871
C00429,Asia,7,31.22791385056819
C00430,US,6,32.3541007979046
C00431,US,7,11.364551827154923
C00432,Asia,5,27.80488863998678
C00433,EU,3,22.5557168640189
C00434,US,1,11.484899365312064
C00435,Asia,6,21.358202622822265
C00436,US,4,18.213024088621225
C00437,EU,5,18.443198578195382
C00438,Asia,5,25.647267856724156
C00439,US,6,32.459347886096246
C00440,Asia,2,13.60182484285674
C00441,EU,6,34.356306581749735
C00442,Asia,6,16.056997534416027
C00443,EU,4,25.204403352303512
C00444,Asia,5,15.964696484322612
C00445,EU,3,11.229567083771547
C00446,Asia,3,11.39138145980745
C00447,Asia,8,27.135934847693143
C00448,US,1,24.620920072053288
C00449,EU,8,30.62096405238989
C00450,Asia,4,18.357878878383293
C00451,EU,5,8.613810862265067
C00452,Asia,4,12.032667915766407
C00453,US,6,17.143968346845263
C00454,EU,4,19.97723427788678
C00455,EU,8,11.32059544542079
C00456,EU,4,25.246770266131016
C00457,US,5,18.409215622330137
C00458,US,5,31.509929365279355
C00459,Asia,7,16.22291905617414
C00460,US,5,13.520349866998528
C00461,EU,3,33.75977286320388
C00462,EU,1,36.08329267904284
C00463,EU,4,27.64465934186889
C00464,EU,4,23.36775541220307
C00465,US,5,20.30645785464073
C00466,US,3,27.479118223990394
C00467,Asia,9,30.769947480706524
C00468,EU,5,14.893397321424176
C00469,Asia,6,11.689833616005544
C00470,EU,5,26.89501970586439
C00471,US,2,24.060310285593868
C00472,EU,3,21.227229612789984
C00473,EU,4,15.10898288084617
C00474,EU,6,24.288581916254394
C00475,EU,4,31.076939004051045
C00476,EU,6,18.243519997156305
C00477,US,7,44.207543996547514
C00478,EU,3,7.8116196317819835
C00479,Asia,3,10.216494443696698
C00480,US,9,38.557724710296064
C00481,Asia,7,18.17037697431954
C00482,EU,3,17.144009837159935
C00483,US,6,31.292414516198296
C00484,Asia,3,24.010866153861777
C00485,US,3,43.41864214812182
C00486,US,4,32.462888576683746
C00487,EU,8,31.575418771901045
C00488,Asia,4,11.829332982824813
C00489,EU,3,20.84054434625949
C00490,Asia,5,23.671205636707274
C00491,Asia,9,44.2877494957446
C00492,EU,8,19.189899746633643
C00493,EU,7,28.225133434926448
C00494,US,3,12.795208525485949
C00495,Asia,8,39.07436085040185
C00496,US,3,10.927940097176313
C00497,Asia,7,15.182765002959162
C00498,Asia,4,18.00643169734964
C00499,Asia,5,15.955844859434288
C00500,Asia,3,14.03257864565921
C00501,US,4,16.973039721234752
C00502,Asia,7,10.76616822404966
C00503,EU,7,12.368529479442518
C00504,Asia,3,25.974969247449657
C00505,US,3,18.68982119997665
C00506,EU,9,17.440283324011
C00507,Asia,4,41.73569261460015
C00508,US,6,13.98342249177246
C00509,US,1,29.496405006826695
C00510,EU,3,9.422724068909917
C00511,Asia,3,10.33957967542379
C00512,EU,3,15.642961624686789
C00513,US,3,15.508403897559827
C00514,EU,1,21.53609613027797
C00515,EU,7,24.564369555359754
C00516,Asia,3,42.49562591588907
C00517,US,2,19.026340020662396
C00518,Asia,5,10.657906127837395
C00519,Asia,10,16.59645732964037
C00520,Asia,4,19.30368399120901
C00521,Asia,5,21.35673204704198
C00522,Asia,4,9.610676477885454
C00523,EU,1,20.735287382579752
C00524,Asia,2,15.800505619510046
C00525,EU,3,31.553249813234803
C00526,Asia,8,11.798805358393913
C00527,US,6,54.966075456149646
C00528,EU,6,12.404326395037284
C00529,EU,2,18.873326840642964
C00530,EU,3,11.513502096542915
C00531,US,9,20.219308740076826
C00532,EU,5,18.149485603465653
C00533,US,6,37.26201206754961
C00534,Asia,6,17.626756977400404
C00535,US,6,36.24511292484528
C00536,EU,5,36.70774840886416
C00537,US,1,8.829430566948636
C00538,US,6,9.586465194737972
C00539,US,3,14.436049829611024
C00540,US,7,22.45463502919657
C00541,Asia,5,31.348430543166614
C00542,Asia,1,16.35846528955148
C00543,EU,8,7.904140941054459
C00544,US,10,14.342113682325959
C00545,US,8,18.357871771682614
C00546,EU,4,21.142317076930993
C00547,US,6,8.947917659539822
C00548,Asia,5,47.1721880777336
C00549,EU,8,28.876478180439687
C00550,Asia,7,14.072592812208038
C00551,US,6,34.64052382317165
C00552,US,3,13.12995668746511
C00553,Asia,6,20.97122922671758
C00554,Asia,2,47.71422614233531
C00555,EU,5,40.421369801773146
C00556,Asia,6,12.99352875636404
C00557,EU,5,26.792631029257578
C00558,Asia,4,34.626718867494525
C00559,EU,6,21.51352564702314
C00560,EU,7,44.59400659090469
C00561,EU,1,30.024892924862584
C00562,Asia,7,15.562449804138854
C00563,US,4,28.640623343989233
C00564,EU,7,26.293626232690045
C00565,US,4,20.405294926220428
C00566,Asia,4,46.42833348997838
C00567,Asia,7,14.712562787179737
C00568,EU,1,17.08745622688739
C00569,EU,8,20.523655492428034
C00570,Asia,6,15.691966902093279
C00571,EU,4,19.034287481935472
C00572,EU,0,22.1494142950947
C00573,Asia,9,24.264784261495556
C00574,EU,3,50.17998711183576
C00575,US,3,19.136302426423413
C00576,US,3,34.46578782977908
C00577,Asia,6,16.634448736098175
C00578,EU,3,7.32699792455371
C00579,EU,4,10.129021017565142
C00580,Asia,3,76.52226911032562
C00581,Asia,5,8.563719349374107
C00582,US,7,23.35962142134317
C00583,Asia,5,51.4141854748332
C00584,US,4,9.002226207382488
C00585,Asia,5,27.610824169030984
C00586,US,5,69.16359442352922
C00587,US,7,22.514576259512094
C00588,US,4,21.027466589138076
C00589,Asia,8,24.23517226318583
C00590,Asia,8,27.107576349493073
C00591,Asia,1,35.345612229026415
C00592,EU,3,20.208824158751778
C00593,EU,4,10.02128103484648
C00594,US,4,12.43484758750097
C00595,US,3,13.541939297355604
C00596,Asia,5,11.877867860541938
C00597,EU,4,24.473428246390295
C00598,Asia,10,19.088737778517974
C00599,Asia,4,35.1098575628428
C00600,EU,9,41.338741524003005
C00601,Asia,4,16.693194790580186
C00602,US,5,14.083204911659665
C00603,US,6,33.72129419567271
C00604,US,3,19.246613877419477
C00605,EU,4,39.80072869700874
C00606,US,6,51.31520993988595
C00607,US,4,33.83405638759663
C00608,EU,4,11.974145185495427
C00609,Asia,8,15.665260403863467
C00610,US,4,13.543969928189407
C00611,US,3,14.631288194296687
C00612,Asia,5,19.22335950013748
C00613,EU,9,29.090409214014432
C00614,US,9,25.978847559292298
C00615,Asia,5,30.787038590406755
C00616,EU,7,18.484771295170358
C00617,US,6,9.634023560286218
C00618,Asia,6,15.174452991800793
C00619,US,4,40.032501488526755
C00620,US,3,12.066388259820622
C00621,US,4,54.290264456492615
C00622,EU,2,6.400360195804068
C00623,EU,3,29.39873114599123
C00624,US,6,20.99827300349158
C00625,Asia,4,36.0766908039121
C00626,Asia,6,16.68760388199201
C00627,EU,6,48.19159670254624
C00628,US,4,16.352988383837282
C00629,US,7,19.310232730527968
C00630,US,2,16.118941690850917
C00631,US,4,10.66747718707888
C00632,EU,6,17.324065415631946
C00633,Asia,7,26.67645477139374
C00634,EU,2,20.104576729505975
C00635,EU,5,26.73755407999378
C00636,Asia,4,41.08891449428476
C00637,Asia,4,15.943758481949304
C00638,EU,5,16.0994038980097
C00639,Asia,7,21.1817237913235
C00640,EU,7,28.87521894632735
C00641,US,3,25.295440088731816
C00642,US,9,62.293861308076934
C00643,EU,4,17.374897680046754
C00644,Asia,2,14.320487813628478
C00645,EU,2,16.86596626528358
C00646,US,9,13.934274114871357
C00647,US,4,9.758499947694816
C00648,Asia,5,22.675956519078262
C00649,US,7,16.064748766295697
C00650,US,1,12.200680350506575
C00651,Asia,5,24.050207692079073
C00652,US,5,20.914652520928907
C00653,EU,9,13.953248835902722
C00654,Asia,5,42.21457289287477
C00655,US,5,20.769127257723376
C00656,US,9,22.083257275109062
C00657,EU,8,7.353493602454073
C00658,EU,7,13.619036682485378
C00659,EU,8,13.221385604317383
C00660,Asia,2,9.869179187925651
C00661,US,4,61.30602072313078
C00662,US,6,25.635152372613046
C00663,US,3,68.58919237711417
C00664,Asia,7,17.348040779707215
C00665,Asia,3,25.66743669761988
C00666,Asia,3,10.89020803996154
C00667,Asia,5,11.876849836139888
C00668,EU,7,12.536129271321391
C00669,EU,5,17.809989335572812
C00670,EU,5,7.946015882801597
C00671,EU,7,29.37788374787158
C00672,US,0,16.155166702675775
C00673,US,6,31.7434413195057
C00674,EU,7,30.24530879431729
C00675,Asia,4,25.167765730327872
C00676,US,5,10.449886019885255
C00677,Asia,5,28.32375418208876
C00678,US,2,29.08749967385881
C00679,EU,6,11.179125658934403
C00680,US,8,33.68639144776054
C00681,EU,7,17.6013441577975
C00682,EU,5,17.853461151898923
C00683,US,5,11.670286478413217
C00684,EU,4,6.457723732090854
C00685,EU,1,15.188712689676303
C00686,US,6,28.0661854199497
C00687,US,6,40.17341644179074
C00688,Asia,6,10.35511579971668
C00689,Asia,6,40.75797354292283
C00690,Asia,3,45.98962872137638
C00691,Asia,6,5.593427772552915
C00692,US,7,11.441260654889579
C00693,Asia,6,15.473482702915428
C00694,Asia,6,17.700650365201586
C00695,US,7,19.73470391951365
C00696,EU,6,10.165587767346686
C00697,Asia,5,19.773147849968957
C00698,US,2,28.120126487159865
C00699,US,6,15.872490899330609
C00700,US,6,18.460530390511224
C00701,EU,4,16.058648437951696
C00702,Asia,2,40.57723421277307
C00703,US,6,26.08121355471944
C00704,EU,1,15.057666938415869
C00705,Asia,4,44.13517169607241
C00706,Asia,2,27.03022449781259
C00707,Asia,5,23.328146153929385
C00708,US,4,54.690408108275314
C00709,Asia,6,10.128068643595059
C00710,Asia,5,17.41513951374077
C00711,EU,5,11.09524188195084
C00712,EU,4,20.410922953639535
C00713,Asia,6,14.8236969955116
C00714,Asia,3,17.32855559267522
C00715,Asia,10,11.904436776611155
C00716,Asia,7,18.54775483037449
C00717,US,2,18.78130132367001
C00718,EU,5,25.120242990532397
C00719,Asia,7,17.79955701422026
C00720,US,8,55.317562510480364
C00721,EU,3,52.41450322179874
C00722,Asia,5,9.990060705208482
C00723,EU,5,17.208407386370585
C00724,EU,4,22.750577864428145
C00725,US,8,20.226122018025045
C00726,EU,4,19.902636052711166
C00727,EU,1,27.336774133752503
C00728,US,3,18.42347599095189
C00729,US,1,7.784119530365677
C00730,Asia,7,25.471588759876028
C00731,Asia,3,21.045539083478335
C00732,US,7,37.187538927810834
C00733,EU,10,38.25629144707598
C00734,US,7,12.825908825797288
C00735,EU,2,13.652656377109407
C00736,EU,6,32.992380014628374
C00737,EU,2,11.715830127776163
C00738,US,5,22.54624183912684
C00739,US,4,11.438127772103234
C00740,US,3,22.09125181187818
C00741,EU,3,7.824322378850179
C00742,EU,3,12.819155378991866
C00743,US,1,12.382873344411417
C00744,US,8,21.448210307006583
C00745,US,6,30.803196433344308
C00746,Asia,6,14.110412727410669
C00747,US,8,35.029139772835826
C00748,US,5,13.696404368533418
C00749,EU,1,13.786307288425649
C00750,EU,4,18.66330622964956
C00751,Asia,10,32.916108996367534
C00752,EU,7,23.476347213962903
C00753,Asia,2,19.69906368406915
C00754,US,3,21.142431670148735
C00755,US,5,16.009438531552654
C00756,Asia,6,27.487172103373503
C00757,Asia,6,21.248901950253526
C00758,US,4,18.2636256194687
C00759,US,5,24.18172328304563
C00760,Asia,6,11.848984368103178
C00761,US,8,12.555763677210257
C00762,US,7,59.5628915842763
C00763,EU,4,27.91994636658397
C00764,EU,3,42.67729308260064
C00765,US,4,41.27342287577682
C00766,EU,1,21.886465701736086
C00767,EU,1,12.43175844326155
C00768,US,5,10.989012136030764
C00769,US,2,26.302160921159825
C00770,US,3,11.700765250772752
C00771,EU,5,45.80994675702538
C00772,EU,7,11.075484073001148
C00773,EU,6,31.610299372269672
C00774,Asia,11,12.624383871973574
C00775,EU,0,24.166241170719054
C00776,EU,2,18.881939063090247
C00777,US,2,25.378450410100793
C00778,Asia,4,35.295810279313514
C00779,US,4,12.283610523158133
C00780,US,8,25.178643116652584
C00781,Asia,6,13.51484551815898
C00782,EU,4,6.309556403642786
C00783,Asia,3,8.77614217454491
C00784,US,3,15.048836652744667
C00785,US,8,30.923022369737737
C00786,Asia,10,22.241678179394107
C00787,EU,3,21.4442030155926
C00788,Asia,4,15.436320228722261
C00789,EU,5,54.41578282128981
C00790,Asia,4,75.88100306546403
C00791,Asia,7,49.48154148582031
C00792,Asia,5,27.886293204723884
C00793,US,4,59.53475784632226
C00794,EU,6,39.37755220971877
C00795,EU,3,11.720271459925046
C00796,Asia,5,10.556675399017397
C00797,Asia,3,29.26063949358475
C00798,Asia,4,11.635159647128615
C00799,US,5,13.96573613397313
C00800,US,3,10.175148305735918
C00801,Asia,5,10.93045959455807
C00802,US,3,15.033294063904682
C00803,EU,5,14.342144811697748
C00804,EU,3,22.19651519459283
C00805,EU,4,11.549877500031899
C00806,Asia,3,18.551246556818075
C00807,Asia,7,34.67368518787949
C00808,EU,6,16.66664666833073
C00809,Asia,8,25.142543343157065
C00810,Asia,2,13.789003928300849
C00811,US,3,17.939032769589666
C00812,EU,7,26.58445621634931
C00813,EU,5,10.018896613916876
C00814,US,7,16.57992897317966
C00815,EU,3,24.64550714479586
C00816,US,9,29.844920739714166
C00817,EU,5,48.261705366351244
C00818,EU,3,16.5403757946302
C00819,EU,6,91.44655894686325
C00820,EU,8,17.2993496346325
C00821,EU,3,24.86316069574625
